matrix_size,num_blocks,block_size,block_memory,scheduler,wall_time,real_time,max_rss_kb,run_number,timestamp
8192,8,1024,8388608,omp-task,0.815435,3.8,1247020,0,2025-11-11T16:42:43.832872
8192,8,1024,8388608,omp-task,0.828165,3.95,1253888,1,2025-11-11T16:42:51.891275
8192,8,1024,8388608,omp-task,0.796928,4.0,1241672,2,2025-11-11T16:42:57.940704
8192,8,1024,8388608,omp-task,0.817854,3.96,1243332,3,2025-11-11T16:43:03.991326
8192,8,1024,8388608,omp-task,0.879899,3.96,1253200,4,2025-11-11T16:43:10.040683
8192,8,1024,8388608,virtual-fifo,6.144859,9.24,2101408,0,2025-11-11T16:43:34.195478
8192,8,1024,8388608,virtual-fifo,6.126981,9.13,2108716,1,2025-11-11T16:43:46.272090
8192,8,1024,8388608,virtual-fifo,6.091819,9.23,2104164,2,2025-11-11T16:43:58.347805
8192,16,512,2097152,sequential,2.596801,5.57,1058900,0,2025-11-11T16:44:36.612330
8192,16,512,2097152,sequential,2.594527,5.65,1058128,1,2025-11-11T16:44:46.681129
8192,16,512,2097152,sequential,2.615797,5.69,1058896,2,2025-11-11T16:44:54.741152
8192,16,512,2097152,sequential,2.649889,5.71,1058832,3,2025-11-11T16:45:02.801977
8192,16,512,2097152,sequential,2.615753,5.6,1058128,4,2025-11-11T16:45:10.863629
8192,16,512,2097152,omp-task,0.392519,3.55,1295024,0,2025-11-11T16:45:22.968893
8192,16,512,2097152,omp-task,0.366495,3.51,1317928,1,2025-11-11T16:45:27.011893
8192,16,512,2097152,omp-task,0.367703,3.45,1321928,2,2025-11-11T16:45:33.062509
8192,16,512,2097152,omp-task,0.391419,3.43,1275020,3,2025-11-11T16:45:41.121019
8192,16,512,2097152,omp-task,0.380891,3.51,1287748,4,2025-11-11T16:45:45.162798
8192,16,512,2097152,virtual-fifo,8.150819,11.26,2440428,0,2025-11-11T16:46:15.337767
8192,16,512,2097152,virtual-fifo,8.161513,11.2,2444540,1,2025-11-11T16:46:29.424626
8192,16,512,2097152,virtual-fifo,8.066499,11.16,2424704,2,2025-11-11T16:46:43.510157
8192,16,512,2097152,virtual-fifo,8.213636,11.24,2431584,3,2025-11-11T16:46:57.596173
8192,16,512,2097152,virtual-fifo,8.14489,11.17,2433200,4,2025-11-11T16:47:11.680621
8192,32,256,524288,sequential,2.641816,5.67,1058112,0,2025-11-11T16:47:27.803076
8192,32,256,524288,sequential,2.597996,5.69,1057332,1,2025-11-11T16:47:35.862813
8192,32,256,524288,sequential,2.581322,5.67,1057716,2,2025-11-11T16:47:43.922978
8192,32,256,524288,sequential,2.59243,5.67,1057716,3,2025-11-11T16:47:51.982698
8192,32,256,524288,sequential,2.640917,5.62,1059016,4,2025-11-11T16:48:00.043004
8192,32,256,524288,omp-task,0.272716,3.38,1259136,0,2025-11-11T16:48:12.143615
8192,32,256,524288,omp-task,0.274607,3.4,1256408,1,2025-11-11T16:48:18.196335
8192,32,256,524288,omp-task,0.272552,3.43,1239284,2,2025-11-11T16:48:24.246146
8192,32,256,524288,omp-task,0.274591,3.36,1244984,3,2025-11-11T16:48:30.295846
8192,32,256,524288,omp-task,0.272087,3.33,1247340,4,2025-11-11T16:48:36.346168
10240,1,10240,838860800,sequential,4.287009,7.56,1677968,0,2025-11-11T16:48:56.481150
10240,1,10240,838860800,sequential,4.315857,7.6,1676904,1,2025-11-11T16:49:06.550159
10240,1,10240,838860800,sequential,4.286854,7.52,1678296,2,2025-11-11T16:49:16.618933
10240,1,10240,838860800,sequential,4.315961,7.58,1676692,3,2025-11-11T16:49:28.698364
10240,1,10240,838860800,sequential,4.279549,7.51,1678180,4,2025-11-11T16:49:36.758423
10240,1,10240,838860800,omp-task,9.85431,13.09,1753196,0,2025-11-11T16:50:04.930915
10240,1,10240,838860800,omp-task,9.853407,13.1,1755188,1,2025-11-11T16:50:19.018931
10240,1,10240,838860800,omp-task,9.863792,13.14,1766048,2,2025-11-11T16:50:35.114251
10240,1,10240,838860800,omp-task,9.842317,13.1,1747544,3,2025-11-11T16:50:53.218252
10240,1,10240,838860800,omp-task,9.856948,13.12,1738704,4,2025-11-11T16:51:09.312330
10240,1,10240,838860800,virtual-fifo,10.148988,13.42,2574088,0,2025-11-11T16:51:41.502457
10240,1,10240,838860800,virtual-fifo,10.172076,13.45,2572392,1,2025-11-11T16:51:57.597075
10240,1,10240,838860800,virtual-fifo,10.150132,13.44,2561544,3,2025-11-11T16:52:25.771367
10240,1,10240,838860800,virtual-fifo,10.14517,13.41,2572732,4,2025-11-11T16:52:39.856700
10240,2,5120,209715200,sequential,4.342488,7.62,1662296,0,2025-11-11T16:52:55.975404
10240,2,5120,209715200,sequential,4.404896,7.68,1662584,1,2025-11-11T16:53:04.034682
10240,2,5120,209715200,sequential,4.370069,7.66,1663088,2,2025-11-11T16:53:14.102093
10240,2,5120,209715200,sequential,4.326891,7.6,1663004,3,2025-11-11T16:53:26.181635
10240,2,5120,209715200,sequential,4.321142,7.6,1661792,4,2025-11-11T16:53:36.249262
10240,2,5120,209715200,omp-task,9.956186,13.25,1746344,1,2025-11-11T16:54:20.521027
10240,2,5120,209715200,omp-task,9.925672,13.19,1747324,2,2025-11-11T16:54:34.604491
10240,2,5120,209715200,omp-task,9.9545,13.25,1741292,3,2025-11-11T16:54:48.686471
10240,2,5120,209715200,omp-task,9.950954,13.2,1741312,4,2025-11-11T16:55:02.769642
10240,2,5120,209715200,virtual-fifo,10.358308,13.62,2755832,0,2025-11-11T16:55:30.936409
10240,2,5120,209715200,virtual-fifo,10.366268,13.64,2750592,1,2025-11-11T16:55:45.017614
10240,2,5120,209715200,virtual-fifo,10.361044,13.67,2763284,2,2025-11-11T16:56:01.108497
10240,2,5120,209715200,virtual-fifo,10.355043,13.65,2755228,3,2025-11-11T16:56:17.199428
10240,2,5120,209715200,virtual-fifo,10.233579,13.51,2748300,4,2025-11-11T16:56:33.292881
10240,4,2560,52428800,sequential,4.463405,7.76,1654080,0,2025-11-11T16:56:55.436161
10240,4,2560,52428800,sequential,4.457605,7.7,1654880,1,2025-11-11T16:57:05.502547
10240,4,2560,52428800,sequential,4.428214,7.68,1653976,2,2025-11-11T16:57:17.577645
10240,4,2560,52428800,sequential,4.382981,7.67,1653912,3,2025-11-11T16:57:27.648692
10240,4,2560,52428800,sequential,4.407548,7.66,1654640,4,2025-11-11T16:57:37.716107
10240,4,2560,52428800,omp-task,4.264022,7.51,1778200,0,2025-11-11T16:57:55.839803
10240,4,2560,52428800,omp-task,4.253183,7.53,1782156,1,2025-11-11T16:58:03.899476
10240,4,2560,52428800,omp-task,4.263055,7.52,1775048,3,2025-11-11T16:58:20.015896
10240,4,2560,52428800,omp-task,4.339989,7.61,1781708,4,2025-11-11T16:58:32.093513
10240,4,2560,52428800,virtual-fifo,10.675108,13.99,2955724,0,2025-11-11T16:59:04.277119
10240,4,2560,52428800,virtual-fifo,10.679197,13.95,2963300,1,2025-11-11T16:59:20.369469
10240,4,2560,52428800,virtual-fifo,10.696566,13.97,2955760,2,2025-11-11T16:59:36.463512
10240,4,2560,52428800,virtual-fifo,10.587703,13.88,2957256,3,2025-11-11T16:59:52.557786
10240,4,2560,52428800,virtual-fifo,10.670315,13.94,2954220,4,2025-11-11T17:00:10.660480
10240,8,1280,13107200,sequential,4.509783,7.78,1651224,0,2025-11-11T17:00:30.798805
10240,8,1280,13107200,sequential,4.46176,7.75,1650872,1,2025-11-11T17:00:40.869639
10240,8,1280,13107200,sequential,4.48709,7.81,1650012,2,2025-11-11T17:00:50.936692
10240,8,1280,13107200,sequential,4.468082,7.76,1651880,3,2025-11-11T17:01:01.003261
10240,8,1280,13107200,sequential,4.521525,7.79,1651016,4,2025-11-11T17:01:11.069685
10240,8,1280,13107200,omp-task,1.520071,4.81,1897272,0,2025-11-11T17:01:25.181057
10240,8,1280,13107200,omp-task,1.517363,4.82,1882656,1,2025-11-11T17:01:31.231410
10240,8,1280,13107200,omp-task,1.517742,4.78,1886448,2,2025-11-11T17:01:37.281760
10240,8,1280,13107200,omp-task,1.488103,4.74,1884760,3,2025-11-11T17:01:45.342548
10240,8,1280,13107200,omp-task,1.467221,4.72,1884000,4,2025-11-11T17:01:53.401859
10240,8,1280,13107200,virtual-fifo,11.082865,14.39,3227508,0,2025-11-11T17:02:27.596001
10240,8,1280,13107200,virtual-fifo,11.063544,14.44,3246784,1,2025-11-11T17:02:43.689796
10240,8,1280,13107200,virtual-fifo,11.007072,14.31,3243336,2,2025-11-11T17:02:59.784621
10240,8,1280,13107200,virtual-fifo,11.120654,14.41,3244204,3,2025-11-11T17:03:15.878527
10240,8,1280,13107200,virtual-fifo,11.080498,14.34,3227184,4,2025-11-11T17:03:31.975033
10240,16,640,3276800,sequential,4.554714,7.84,1648312,0,2025-11-11T17:03:52.110420
10240,16,640,3276800,sequential,4.569126,7.84,1648312,1,2025-11-11T17:04:02.177798
10240,16,640,3276800,sequential,4.609848,7.9,1649080,2,2025-11-11T17:04:14.253810
10240,16,640,3276800,sequential,4.685096,7.97,1647928,3,2025-11-11T17:04:24.323101
10240,16,640,3276800,sequential,4.574916,7.84,1647540,4,2025-11-11T17:04:34.390057
10240,16,640,3276800,omp-task,0.666917,3.94,1918068,0,2025-11-11T17:04:46.489975
10240,16,640,3276800,omp-task,0.720236,3.98,1923848,1,2025-11-11T17:04:52.541132
10240,16,640,3276800,omp-task,0.688951,4.01,1914380,2,2025-11-11T17:04:58.590184
10240,16,640,3276800,omp-task,0.695217,3.96,1916008,3,2025-11-11T17:05:06.647545
10240,16,640,3276800,omp-task,0.692338,3.95,1915240,4,2025-11-11T17:05:12.696174
10240,16,640,3276800,virtual-fifo,13.043023,16.33,3750492,0,2025-11-11T17:05:48.904999
10240,16,640,3276800,virtual-fifo,13.049655,16.32,3750868,1,2025-11-11T17:06:07.009369
10240,16,640,3276800,virtual-fifo,13.06663,16.38,3736744,2,2025-11-11T17:06:25.117111
10240,16,640,3276800,virtual-fifo,13.012864,16.53,3749236,3,2025-11-11T17:06:43.221843
10240,16,640,3276800,virtual-fifo,13.03226,16.31,3737756,4,2025-11-11T17:07:03.336106
10240,32,320,819200,sequential,4.722155,8.01,1649096,0,2025-11-11T17:07:23.475681
10240,32,320,819200,sequential,4.681301,7.93,1647928,1,2025-11-11T17:07:35.554917
10240,32,320,819200,sequential,4.685255,7.96,1647156,2,2025-11-11T17:07:45.621224
10240,32,320,819200,sequential,4.742604,8.04,1647944,3,2025-11-11T17:07:57.696476
10240,32,320,819200,sequential,4.732544,7.97,1648324,4,2025-11-11T17:08:09.773139
10240,32,320,819200,omp-task,0.52101,3.84,1833720,0,2025-11-11T17:08:21.874593
10240,32,320,819200,omp-task,0.52016,3.84,1824428,1,2025-11-11T17:08:27.926466
10240,32,320,819200,omp-task,0.511382,3.81,1823180,2,2025-11-11T17:08:33.976238
10240,32,320,819200,omp-task,0.513476,3.77,1837380,3,2025-11-11T17:08:38.018066
10240,32,320,819200,omp-task,0.519226,3.82,1845520,4,2025-11-11T17:08:46.077627
12288,1,12288,1207959552,sequential,7.216776,13.66,2405224,0,2025-11-11T17:09:20.277065
12288,1,12288,1207959552,sequential,7.253099,13.67,2404184,1,2025-11-11T17:09:36.373367
12288,1,12288,1207959552,sequential,7.277264,13.77,2403704,2,2025-11-11T17:09:52.469750
12288,1,12288,1207959552,sequential,7.299444,13.76,2403896,3,2025-11-11T17:10:10.572010
12288,1,12288,1207959552,sequential,7.277794,13.94,2403704,4,2025-11-11T17:10:26.667871
12288,1,12288,1207959552,omp-task,16.686149,23.25,2480852,0,2025-11-11T17:11:20.952124
12288,1,12288,1207959552,omp-task,16.634699,23.27,2476224,1,2025-11-11T17:11:47.086111
12288,1,12288,1207959552,omp-task,16.632048,23.02,2473588,2,2025-11-11T17:12:13.221028
12288,1,12288,1207959552,omp-task,16.649441,23.32,2474656,3,2025-11-11T17:12:39.358016
12288,1,12288,1207959552,omp-task,16.631098,23.09,2478476,4,2025-11-11T17:13:05.504973
12288,1,12288,1207959552,virtual-fifo,17.045865,23.68,3651076,0,2025-11-11T17:13:59.790500
12288,1,12288,1207959552,virtual-fifo,17.114992,23.56,3662344,1,2025-11-11T17:14:23.917814
12288,1,12288,1207959552,virtual-fifo,17.050128,23.64,3655996,2,2025-11-11T17:14:50.056015
12288,1,12288,1207959552,virtual-fifo,16.952728,23.48,3664236,3,2025-11-11T17:15:16.194604
12288,1,12288,1207959552,virtual-fifo,17.064548,23.54,3668160,4,2025-11-11T17:15:44.340561
12288,2,6144,301989888,sequential,7.374872,14.04,2385596,0,2025-11-11T17:16:16.529353
12288,2,6144,301989888,sequential,7.323825,13.81,2385684,1,2025-11-11T17:16:32.623260
12288,2,6144,301989888,sequential,7.252339,13.72,2387596,2,2025-11-11T17:16:48.715018
12288,2,6144,301989888,sequential,7.271075,13.72,2385188,3,2025-11-11T17:17:04.809972
12288,2,6144,301989888,sequential,7.326726,13.97,2385112,4,2025-11-11T17:17:22.915820
12288,2,6144,301989888,omp-task,16.789243,23.36,2474008,0,2025-11-11T17:18:15.192849
12288,2,6144,301989888,omp-task,16.778731,23.39,2458680,1,2025-11-11T17:18:41.333128
12288,2,6144,301989888,omp-task,16.799126,23.27,2467372,2,2025-11-11T17:19:07.472449
12288,2,6144,301989888,omp-task,16.791891,23.23,2455632,3,2025-11-11T17:19:33.614570
12288,2,6144,301989888,omp-task,16.792386,23.45,2466544,4,2025-11-11T17:19:57.743278
12288,2,6144,301989888,virtual-fifo,17.263731,23.91,3927216,0,2025-11-11T17:20:52.027350
12288,2,6144,301989888,virtual-fifo,17.373093,23.83,3927916,1,2025-11-11T17:21:18.157762
12288,2,6144,301989888,virtual-fifo,17.370202,23.84,3919928,2,2025-11-11T17:21:44.291966
12288,2,6144,301989888,virtual-fifo,17.34733,24.01,3924048,3,2025-11-11T17:22:10.427485
12288,2,6144,301989888,virtual-fifo,17.396844,23.88,3930436,4,2025-11-11T17:22:36.562452
12288,4,3072,75497472,sequential,7.250446,13.85,2376804,0,2025-11-11T17:23:12.762145
12288,4,3072,75497472,sequential,7.384779,13.84,2378204,1,2025-11-11T17:23:30.862969
12288,4,3072,75497472,sequential,7.365833,13.8,2375964,2,2025-11-11T17:23:46.954121
12288,4,3072,75497472,sequential,7.30234,13.8,2376824,3,2025-11-11T17:24:01.036887
12288,4,3072,75497472,sequential,7.308206,13.9,2376404,4,2025-11-11T17:24:17.130609
12288,4,3072,75497472,omp-task,7.477732,14.04,2502880,0,2025-11-11T17:24:49.319694
12288,4,3072,75497472,omp-task,7.044651,13.69,2494592,1,2025-11-11T17:25:05.414442
12288,4,3072,75497472,omp-task,7.051352,13.66,2498576,2,2025-11-11T17:25:21.507329
12288,4,3072,75497472,omp-task,7.065609,13.65,2507032,3,2025-11-11T17:25:37.603161
12288,4,3072,75497472,omp-task,7.012172,13.7,2505472,4,2025-11-11T17:25:53.695382
12288,4,3072,75497472,virtual-fifo,17.796317,24.36,4227740,0,2025-11-11T17:26:45.960740
12288,4,3072,75497472,virtual-fifo,17.785832,24.45,4215032,1,2025-11-11T17:27:12.093539
12288,4,3072,75497472,virtual-fifo,17.77081,24.21,4223620,2,2025-11-11T17:27:40.242493
12288,4,3072,75497472,virtual-fifo,17.770321,24.43,4217456,3,2025-11-11T17:28:06.381188
12288,4,3072,75497472,virtual-fifo,17.795143,24.48,4211624,4,2025-11-11T17:28:34.539697
12288,8,1536,18874368,sequential,7.5879,14.2,2372696,0,2025-11-11T17:29:08.730294
12288,8,1536,18874368,sequential,7.558971,14.12,2372572,1,2025-11-11T17:29:24.824304
12288,8,1536,18874368,sequential,7.575095,14.19,2372196,2,2025-11-11T17:29:40.919080
12288,8,1536,18874368,sequential,7.702012,14.33,2372508,3,2025-11-11T17:29:57.013791
12288,8,1536,18874368,sequential,7.551485,14.03,2371752,4,2025-11-11T17:30:13.107157
12288,8,1536,18874368,omp-task,2.610716,9.18,2618540,0,2025-11-11T17:30:37.262751
12288,8,1536,18874368,omp-task,2.497185,9.08,2623608,1,2025-11-11T17:30:47.331962
12288,8,1536,18874368,omp-task,2.55728,9.05,2613740,2,2025-11-11T17:30:57.399421
12288,8,1536,18874368,omp-task,2.685749,9.19,2610268,3,2025-11-11T17:31:07.468067
12288,8,1536,18874368,omp-task,2.412748,9.02,2613048,4,2025-11-11T17:31:17.537566
12288,8,1536,18874368,virtual-fifo,18.424066,24.89,4612632,0,2025-11-11T17:32:09.816165
12288,8,1536,18874368,virtual-fifo,18.291977,24.76,4621096,1,2025-11-11T17:32:35.955386
12288,8,1536,18874368,virtual-fifo,18.436454,25.12,4637968,2,2025-11-11T17:33:04.096543
12288,8,1536,18874368,virtual-fifo,18.436133,24.92,4619560,3,2025-11-11T17:33:30.227284
12288,8,1536,18874368,virtual-fifo,18.416731,24.87,4617784,4,2025-11-11T17:33:56.360813
12288,16,768,4718592,sequential,7.757335,14.23,2371020,0,2025-11-11T17:34:28.541902
12288,16,768,4718592,sequential,7.995534,14.65,2369592,1,2025-11-11T17:34:44.634457
12288,16,768,4718592,sequential,8.008214,14.47,2370360,2,2025-11-11T17:35:00.724886
12288,16,768,4718592,sequential,7.788368,14.24,2368824,3,2025-11-11T17:35:16.815954
12288,16,768,4718592,sequential,7.825608,14.36,2370388,4,2025-11-11T17:35:32.907067
12288,16,768,4718592,omp-task,1.256655,7.76,2633064,0,2025-11-11T17:35:53.040315
12288,16,768,4718592,omp-task,1.248529,7.73,2640636,1,2025-11-11T17:36:03.105778
12288,16,768,4718592,omp-task,1.223284,7.87,2648744,2,2025-11-11T17:36:13.171276
12288,16,768,4718592,omp-task,1.254052,7.85,2648968,3,2025-11-11T17:36:25.246640
12288,16,768,4718592,omp-task,1.207295,7.65,2638804,4,2025-11-11T17:36:35.315756
12288,16,768,4718592,virtual-fifo,20.818145,27.21,5340840,0,2025-11-11T17:37:35.616786
12288,16,768,4718592,virtual-fifo,20.800321,27.5,5352716,1,2025-11-11T17:38:05.766723
12288,16,768,4718592,virtual-fifo,20.786366,27.5,5355092,2,2025-11-11T17:38:33.908733
12288,16,768,4718592,virtual-fifo,20.837006,27.44,5350852,3,2025-11-11T17:39:02.052979
12288,16,768,4718592,virtual-fifo,20.772646,27.44,5352496,4,2025-11-11T17:39:32.201265
12288,32,384,1179648,sequential,8.379781,14.89,2369612,0,2025-11-11T17:40:08.402984
12288,32,384,1179648,sequential,8.06761,14.74,2368440,1,2025-11-11T17:40:26.501227
12288,32,384,1179648,sequential,8.092841,14.61,2368056,2,2025-11-11T17:40:44.602701
12288,32,384,1179648,sequential,8.168501,14.81,2368052,3,2025-11-11T17:41:02.703336
12288,32,384,1179648,sequential,8.155349,14.69,2368844,4,2025-11-11T17:41:20.802506
12288,32,384,1179648,omp-task,1.03594,7.75,2548324,0,2025-11-11T17:41:40.938846
12288,32,384,1179648,omp-task,1.028702,7.52,2568756,1,2025-11-11T17:41:51.005785
12288,32,384,1179648,omp-task,1.026901,7.55,2563012,2,2025-11-11T17:42:01.073271
12288,32,384,1179648,omp-task,1.028904,7.81,2554912,3,2025-11-11T17:42:11.139482
12288,32,384,1179648,omp-task,1.028954,7.48,2562656,4,2025-11-11T17:42:19.198390
14336,1,14336,1644167168,sequential,11.152732,17.42,3261792,0,2025-11-11T17:43:01.422368
14336,1,14336,1644167168,sequential,11.170273,17.48,3263268,1,2025-11-11T17:43:21.530883
14336,1,14336,1644167168,sequential,11.168557,17.43,3262668,2,2025-11-11T17:43:41.638503
14336,1,14336,1644167168,sequential,11.113021,17.43,3263484,3,2025-11-11T17:44:01.742632
14336,1,14336,1644167168,sequential,11.421227,17.71,3262632,4,2025-11-11T17:44:21.850646
14336,1,14336,1644167168,omp-task,25.907162,32.22,3337616,0,2025-11-11T17:45:32.201164
14336,1,14336,1644167168,omp-task,25.911046,32.22,3340572,1,2025-11-11T17:46:06.374865
14336,1,14336,1644167168,omp-task,25.986653,32.25,3330640,2,2025-11-11T17:46:40.546496
14336,1,14336,1644167168,omp-task,25.924752,32.24,3336296,3,2025-11-11T17:47:14.714166
14336,1,14336,1644167168,omp-task,25.916301,32.24,3331764,4,2025-11-11T17:47:48.885314
14336,1,14336,1644167168,virtual-fifo,26.536127,32.86,4943936,0,2025-11-11T17:48:59.235646
14336,1,14336,1644167168,virtual-fifo,26.453992,32.74,4939380,1,2025-11-11T17:49:33.404871
14336,1,14336,1644167168,virtual-fifo,26.505725,32.78,4939852,2,2025-11-11T17:50:09.580356
14336,1,14336,1644167168,virtual-fifo,26.389348,32.71,4954312,3,2025-11-11T17:50:43.752312
14336,1,14336,1644167168,virtual-fifo,26.464375,32.77,4950364,4,2025-11-11T17:51:17.919068
14336,2,7168,411041792,sequential,11.265407,17.56,3240232,0,2025-11-11T17:51:56.129211
14336,2,7168,411041792,sequential,11.198546,17.5,3240568,1,2025-11-11T17:52:18.248520
14336,2,7168,411041792,sequential,11.614939,17.89,3242008,2,2025-11-11T17:52:38.354786
14336,2,7168,411041792,sequential,11.297877,17.62,3241676,3,2025-11-11T17:52:58.463275
14336,2,7168,411041792,sequential,11.476138,17.78,3241848,4,2025-11-11T17:53:20.583003
14336,2,7168,411041792,omp-task,26.104571,32.4,3312140,0,2025-11-11T17:54:30.935983
14336,2,7168,411041792,omp-task,26.104026,32.36,3314356,1,2025-11-11T17:55:05.099787
14336,2,7168,411041792,omp-task,26.092794,32.43,3307968,2,2025-11-11T17:55:41.278595
14336,2,7168,411041792,omp-task,26.090699,32.43,3312204,3,2025-11-11T17:56:17.450513
14336,2,7168,411041792,omp-task,26.093993,32.35,3307380,4,2025-11-11T17:56:51.620714
14336,2,7168,411041792,virtual-fifo,26.87825,33.24,5317932,0,2025-11-11T17:57:59.961065
14336,2,7168,411041792,virtual-fifo,26.890819,33.19,5318920,1,2025-11-11T17:58:34.128420
14336,2,7168,411041792,virtual-fifo,26.878031,33.18,5311016,2,2025-11-11T17:59:10.310170
14336,2,7168,411041792,virtual-fifo,26.865884,33.18,5314980,3,2025-11-11T17:59:46.490965
14336,2,7168,411041792,virtual-fifo,26.89847,33.24,5318612,4,2025-11-11T18:00:22.663791
14336,4,3584,102760448,sequential,11.506752,17.84,3231080,0,2025-11-11T18:01:02.883183
14336,4,3584,102760448,sequential,11.576656,17.87,3230460,1,2025-11-11T18:01:22.991443
14336,4,3584,102760448,sequential,11.417304,17.7,3231576,2,2025-11-11T18:01:43.101954
14336,4,3584,102760448,sequential,11.232363,17.51,3230428,3,2025-11-11T18:02:03.213607
14336,4,3584,102760448,sequential,11.402665,17.74,3230836,4,2025-11-11T18:02:23.323195
14336,4,3584,102760448,omp-task,10.911717,17.28,3363096,1,2025-11-11T18:03:21.649319
14336,4,3584,102760448,omp-task,10.942279,17.26,3367228,2,2025-11-11T18:03:39.754858
14336,4,3584,102760448,omp-task,11.006218,17.28,3370792,3,2025-11-11T18:03:57.858279
14336,4,3584,102760448,omp-task,10.995957,17.35,3367564,4,2025-11-11T18:04:15.961528
14336,4,3584,102760448,virtual-fifo,27.575566,33.9,5725064,0,2025-11-11T18:05:26.307832
14336,4,3584,102760448,virtual-fifo,27.53464,33.82,5717136,1,2025-11-11T18:06:04.497252
14336,4,3584,102760448,virtual-fifo,27.548286,33.84,5720924,2,2025-11-11T18:06:40.679074
14336,4,3584,102760448,virtual-fifo,27.50906,33.82,5709748,3,2025-11-11T18:07:16.855145
14336,4,3584,102760448,virtual-fifo,27.556008,33.89,5712496,4,2025-11-11T18:07:53.027487
14336,8,1792,25690112,sequential,11.500436,17.77,3225108,0,2025-11-11T18:08:35.250156
14336,8,1792,25690112,sequential,11.739844,18.06,3225008,1,2025-11-11T18:08:55.356143
14336,8,1792,25690112,sequential,11.67965,17.96,3225340,2,2025-11-11T18:09:15.461452
14336,8,1792,25690112,sequential,11.445964,17.75,3224572,3,2025-11-11T18:09:35.573236
14336,8,1792,25690112,sequential,11.475399,17.76,3225256,4,2025-11-11T18:09:55.685432
14336,8,1792,25690112,omp-task,4.085613,10.36,3461752,0,2025-11-11T18:10:19.837550
14336,8,1792,25690112,omp-task,3.752724,10.07,3469720,1,2025-11-11T18:10:31.913701
14336,8,1792,25690112,omp-task,3.787051,10.1,3468408,2,2025-11-11T18:10:45.998557
14336,8,1792,25690112,omp-task,3.872258,10.2,3473612,3,2025-11-11T18:10:58.074657
14336,8,1792,25690112,omp-task,3.709976,10.02,3467408,4,2025-11-11T18:11:10.150690
14336,8,1792,25690112,virtual-fifo,28.387097,34.64,6256148,0,2025-11-11T18:12:26.516336
14336,8,1792,25690112,virtual-fifo,28.419672,34.73,6258032,1,2025-11-11T18:13:06.708386
14336,8,1792,25690112,virtual-fifo,28.340664,34.63,6262764,2,2025-11-11T18:13:42.884687
14336,8,1792,25690112,virtual-fifo,28.328122,34.6,6260040,3,2025-11-11T18:14:19.062702
14336,8,1792,25690112,virtual-fifo,28.348933,34.62,6279260,4,2025-11-11T18:14:57.248698
14336,16,896,6422528,sequential,12.027077,18.37,3221740,0,2025-11-11T18:15:37.468877
14336,16,896,6422528,sequential,11.924734,18.21,3221076,1,2025-11-11T18:15:59.582651
14336,16,896,6422528,sequential,12.006139,18.33,3221184,2,2025-11-11T18:16:19.692240
14336,16,896,6422528,sequential,11.837411,18.18,3222844,3,2025-11-11T18:16:39.802741
14336,16,896,6422528,sequential,11.956276,18.28,3222104,4,2025-11-11T18:16:59.910354
14336,16,896,6422528,omp-task,1.714662,8.04,3488696,0,2025-11-11T18:17:22.052481
14336,16,896,6422528,omp-task,1.71134,8.06,3490952,1,2025-11-11T18:17:32.118456
14336,16,896,6422528,omp-task,1.730708,8.06,3490520,2,2025-11-11T18:17:44.192941
14336,16,896,6422528,omp-task,1.683252,7.98,3487264,3,2025-11-11T18:17:54.314878
14336,16,896,6422528,omp-task,1.731848,8.04,3492988,4,2025-11-11T18:18:06.390660
14336,16,896,6422528,virtual-fifo,30.966246,37.27,7238708,0,2025-11-11T18:19:26.773107
14336,16,896,6422528,virtual-fifo,30.975138,37.31,7240060,1,2025-11-11T18:20:04.958591
14336,16,896,6422528,virtual-fifo,31.032593,37.3,7248980,2,2025-11-11T18:20:43.144278
14336,16,896,6422528,virtual-fifo,30.962177,37.32,7240124,3,2025-11-11T18:21:23.331232
14336,16,896,6422528,virtual-fifo,30.850139,37.11,7249248,4,2025-11-11T18:22:03.517625
14336,32,448,1605632,sequential,12.624773,18.96,3221584,0,2025-11-11T18:22:47.757435
14336,32,448,1605632,sequential,12.650845,19.0,3220788,1,2025-11-11T18:23:09.876448
14336,32,448,1605632,sequential,12.649681,19.0,3220788,2,2025-11-11T18:23:29.984114
14336,32,448,1605632,sequential,12.615969,18.94,3220024,3,2025-11-11T18:23:50.094017
14336,32,448,1605632,sequential,12.6455,19.0,3220816,4,2025-11-11T18:24:12.208763
14336,32,448,1605632,omp-task,1.250579,7.59,3414252,0,2025-11-11T18:24:32.343206
14336,32,448,1605632,omp-task,1.252158,7.57,3418984,1,2025-11-11T18:24:42.411794
14336,32,448,1605632,omp-task,1.236096,7.6,3399628,2,2025-11-11T18:24:52.481077
14336,32,448,1605632,omp-task,1.235279,7.54,3406092,3,2025-11-11T18:25:02.547233
14336,32,448,1605632,omp-task,1.256405,7.59,3409740,4,2025-11-11T18:25:12.615031
16384,1,16384,2147483648,sequential,16.624026,27.76,4252412,0,2025-11-11T18:26:14.931292
16384,1,16384,2147483648,sequential,16.566423,27.51,4252672,1,2025-11-11T18:26:43.074039
16384,1,16384,2147483648,sequential,16.680129,28.05,4251308,2,2025-11-11T18:27:15.233922
16384,1,16384,2147483648,sequential,16.779154,27.77,4252632,3,2025-11-11T18:27:45.385339
16384,1,16384,2147483648,sequential,16.86331,27.74,4252216,4,2025-11-11T18:28:17.543523
