matrix_size,num_blocks,block_size,block_memory,scheduler,wall_time,real_time,max_rss_kb,run_number,timestamp
16384,1,16384,2147483648,omp-task,38.413952,49.46,4333064,0,2025-11-11T18:29:58.009811
16384,1,16384,2147483648,omp-task,38.3996,49.46,4316788,1,2025-11-11T18:30:50.254946
16384,1,16384,2147483648,omp-task,38.356685,49.58,4313412,2,2025-11-11T18:31:42.498945
16384,1,16384,2147483648,omp-task,38.315293,49.44,4332256,3,2025-11-11T18:32:34.737182
16384,2,8192,536870912,sequential,16.784396,27.82,4228808,0,2025-11-11T18:34:25.277527
16384,2,8192,536870912,sequential,16.658123,28.02,4227188,1,2025-11-11T18:34:55.434988
16384,2,8192,536870912,sequential,16.754105,27.88,4228200,2,2025-11-11T18:35:25.589010
16384,2,8192,536870912,sequential,16.823963,28.21,4227720,3,2025-11-11T18:35:55.742301
16384,2,8192,536870912,sequential,16.772928,27.88,4227144,4,2025-11-11T18:36:25.899785
16384,2,8192,536870912,omp-task,38.738765,50.04,4297360,0,2025-11-11T18:38:08.388568
16384,2,8192,536870912,omp-task,38.711999,49.6,4310336,1,2025-11-11T18:39:00.638183
16384,2,8192,536870912,omp-task,38.734152,49.95,4290780,2,2025-11-11T18:39:52.880279
16384,2,8192,536870912,omp-task,38.880222,50.53,4292720,3,2025-11-11T18:40:45.127328
16384,2,8192,536870912,omp-task,38.683339,49.69,4305676,4,2025-11-11T18:41:37.367398
16384,2,8192,536870912,virtual-fifo,39.673221,50.75,6918184,0,2025-11-11T18:43:21.864309
16384,2,8192,536870912,virtual-fifo,39.793795,50.83,6922052,1,2025-11-11T18:44:16.119832
16384,2,8192,536870912,virtual-fifo,39.739241,51.06,6924852,2,2025-11-11T18:45:10.373452
16384,2,8192,536870912,virtual-fifo,39.73733,50.97,6923668,3,2025-11-11T18:46:04.621683
16384,2,8192,536870912,virtual-fifo,39.74791,50.89,6918124,4,2025-11-11T18:46:58.870678
16384,4,4096,134217728,sequential,17.155285,28.25,4215908,0,2025-11-11T18:48:01.184628
16384,4,4096,134217728,sequential,17.323857,28.5,4214588,1,2025-11-11T18:48:33.343811
16384,4,4096,134217728,sequential,16.904191,28.04,4215636,2,2025-11-11T18:49:03.499480
16384,4,4096,134217728,sequential,16.917351,27.92,4214104,3,2025-11-11T18:49:33.649500
16384,4,4096,134217728,sequential,16.901971,27.81,4215836,4,2025-11-11T18:50:05.804839
16384,4,4096,134217728,omp-task,16.164057,27.61,4360348,0,2025-11-11T18:51:02.086737
16384,4,4096,134217728,omp-task,16.176918,27.69,4356576,1,2025-11-11T18:51:32.234092
16384,4,4096,134217728,omp-task,17.561121,28.61,4361652,2,2025-11-11T18:52:02.379685
16384,4,4096,134217728,omp-task,16.170037,27.19,4371916,3,2025-11-11T18:52:32.529081
16384,4,4096,134217728,omp-task,17.301692,28.57,4354388,4,2025-11-11T18:53:04.684984
16384,4,4096,134217728,virtual-fifo,40.38205,51.51,7432620,0,2025-11-11T18:54:49.166897
16384,4,4096,134217728,virtual-fifo,40.414125,51.71,7431060,1,2025-11-11T18:55:43.412142
16384,4,4096,134217728,virtual-fifo,40.40431,51.4,7430712,2,2025-11-11T18:56:37.647997
16384,4,4096,134217728,virtual-fifo,40.370812,51.43,7449204,3,2025-11-11T18:57:31.903290
16384,4,4096,134217728,virtual-fifo,40.325145,51.35,7449260,4,2025-11-11T18:58:26.155679
16384,8,2048,33554432,sequential,17.291567,28.64,4210036,0,2025-11-11T18:59:30.466096
16384,8,2048,33554432,sequential,17.452596,28.48,4208628,1,2025-11-11T19:00:02.625364
16384,8,2048,33554432,sequential,17.262836,28.47,4209004,2,2025-11-11T19:00:32.773034
16384,8,2048,33554432,sequential,17.200547,28.6,4210048,3,2025-11-11T19:01:02.927321
16384,8,2048,33554432,sequential,17.298901,28.55,4208872,4,2025-11-11T19:01:33.076692
16384,8,2048,33554432,omp-task,5.789619,17.14,4511972,0,2025-11-11T19:02:13.289733
16384,8,2048,33554432,omp-task,5.557204,16.63,4501560,1,2025-11-11T19:02:33.396158
16384,8,2048,33554432,omp-task,5.767725,17.2,4506160,2,2025-11-11T19:02:51.498564
16384,8,2048,33554432,omp-task,5.54719,16.9,4504264,3,2025-11-11T19:03:09.601387
16384,8,2048,33554432,omp-task,5.471276,16.72,4500460,4,2025-11-11T19:03:27.703935
16384,8,2048,33554432,virtual-fifo,41.957312,53.04,8154488,0,2025-11-11T19:05:18.230808
16384,8,2048,33554432,virtual-fifo,42.196371,53.16,8148656,1,2025-11-11T19:06:14.480259
16384,8,2048,33554432,virtual-fifo,41.997262,53.31,8147388,2,2025-11-11T19:07:08.725577
16384,8,2048,33554432,virtual-fifo,42.054289,53.22,8140840,3,2025-11-11T19:08:02.983743
16384,8,2048,33554432,virtual-fifo,42.355736,53.85,8154572,4,2025-11-11T19:08:57.233493
16384,16,1024,8388608,sequential,18.016826,29.25,4207380,1,2025-11-11T19:10:27.698599
16384,16,1024,8388608,sequential,17.918371,29.33,4204884,2,2025-11-11T19:10:57.850121
16384,16,1024,8388608,sequential,17.799999,28.93,4205504,3,2025-11-11T19:11:28.016874
16384,16,1024,8388608,sequential,17.788421,28.89,4205872,4,2025-11-11T19:12:00.180552
16384,16,1024,8388608,omp-task,2.592237,13.99,4473996,0,2025-11-11T19:12:32.367609
16384,16,1024,8388608,omp-task,2.594322,13.75,4471544,1,2025-11-11T19:12:48.463200
16384,16,1024,8388608,omp-task,2.557631,13.76,4471928,2,2025-11-11T19:13:04.559901
16384,16,1024,8388608,omp-task,2.568315,13.71,4470056,3,2025-11-11T19:13:20.654081
16384,16,1024,8388608,omp-task,2.571186,13.47,4480292,4,2025-11-11T19:13:36.743580
16384,16,1024,8388608,virtual-fifo,44.936791,56.39,9426196,0,2025-11-11T19:15:35.306908
16384,16,1024,8388608,virtual-fifo,44.826788,56.08,9437188,1,2025-11-11T19:16:33.583261
16384,16,1024,8388608,virtual-fifo,44.910411,55.94,9423632,2,2025-11-11T19:17:33.867812
16384,16,1024,8388608,virtual-fifo,44.852069,55.93,9429628,3,2025-11-11T19:18:34.150612
16384,16,1024,8388608,virtual-fifo,44.952405,56.12,9422472,4,2025-11-11T19:19:32.422107
16384,32,512,2097152,sequential,19.629443,30.77,4203864,0,2025-11-11T19:20:38.753584
16384,32,512,2097152,sequential,19.834717,30.99,4204628,1,2025-11-11T19:21:12.922467
16384,32,512,2097152,sequential,19.51307,30.68,4203448,2,2025-11-11T19:21:45.084890
16384,32,512,2097152,sequential,19.612079,30.84,4205124,3,2025-11-11T19:22:19.256914
16384,32,512,2097152,sequential,19.904611,31.34,4204164,4,2025-11-11T19:22:53.428030
16384,32,512,2097152,omp-task,1.837215,13.05,4484036,0,2025-11-11T19:23:21.602723
16384,32,512,2097152,omp-task,1.825276,12.98,4493440,1,2025-11-11T19:23:35.687191
16384,32,512,2097152,omp-task,1.834433,13.03,4483520,2,2025-11-11T19:23:49.770281
16384,32,512,2097152,omp-task,1.8218,12.88,4488124,3,2025-11-11T19:24:03.855147
16384,32,512,2097152,omp-task,1.830002,12.99,4504784,4,2025-11-11T19:24:17.941108
